city,state,violent_crime,property_crime
Seven Points,Texas,8.0,47.0
Seymour,Texas,5.0,25.0
Shavano Park,Texas,2.0,20.0
Shenandoah,Texas,12.0,265.0
Sherman2,Texas,179.0,1122.0
Shiner,Texas,2.0,3.0
Silsbee,Texas,14.0,69.0
Sinton2,Texas,46.0,190.0
Slaton,Texas,24.0,203.0
Smithville2,Texas,2.0,62.0
Snyder2,Texas,160.0,226.0
Socorro,Texas,43.0,299.0
Sonora2,Texas,3.0,14.0
Sour Lake2,Texas,9.0,25.0
South Houston,Texas,82.0,453.0
Southlake,Texas,10.0,387.0
South Padre Island,Texas,44.0,365.0
Southside Place,Texas,3.0,13.0
Spearman,Texas,3.0,8.0
Splendora,Texas,8.0,29.0
Springtown,Texas,3.0,63.0
Spring Valley,Texas,1.0,85.0
Stafford,Texas,109.0,592.0
Stamford,Texas,4.0,40.0
Stephenville,Texas,39.0,393.0
Stratford,Texas,0.0,5.0
Sullivan City2,Texas,44.0,59.0
Sulphur Springs2,Texas,33.0,169.0
Sunset Valley,Texas,5.0,135.0
Surfside Beach,Texas,1.0,24.0
Sweeny,Texas,8.0,68.0
Taft,Texas,9.0,34.0
Tahoka,Texas,1.0,16.0
Tatum2,Texas,2.0,40.0
Taylor,Texas,42.0,431.0
Teague,Texas,15.0,54.0
Temple,Texas,217.0,1718.0
Tenaha,Texas,4.0,9.0
Terrell,Texas,44.0,631.0
Terrell Hills,Texas,2.0,83.0
Texarkana,Texas,157.0,1710.0
Texas City2,Texas,199.0,1400.0
The Colony,Texas,122.0,641.0
Thrall,Texas,3.0,10.0
Tioga,Texas,0.0,2.0
Tool,Texas,1.0,15.0
Trophy Club,Texas,1.0,64.0
Troup,Texas,8.0,41.0
Troy,Texas,4.0,30.0
Tulia,Texas,29.0,138.0
Tye,Texas,6.0,16.0
Tyler,Texas,401.0,3206.0
Universal City2,Texas,74.0,577.0
University Park,Texas,6.0,189.0
Uvalde,Texas,53.0,611.0
Van,Texas,5.0,41.0
Van Alstyne,Texas,9.0,47.0
Venus2,Texas,6.0,20.0
Vernon2,Texas,48.0,191.0
Victoria,Texas,347.0,1974.0
Vidor,Texas,20.0,222.0
Waco,Texas,799.0,4599.0
Wake Village2,Texas,28.0,78.0
Waller,Texas,4.0,50.0
Wallis2,Texas,10.0,8.0
Watauga,Texas,39.0,383.0
Weatherford,Texas,50.0,482.0
Weimar,Texas,5.0,20.0
Weslaco,Texas,155.0,1528.0
West Columbia,Texas,11.0,64.0
West Lake Hills,Texas,3.0,83.0
West Orange,Texas,13.0,133.0
Westover Hills,Texas,0.0,15.0
West University Place,Texas,6.0,124.0
Westworth2,Texas,10.0,207.0
Wharton,Texas,40.0,212.0
Whitehouse,Texas,12.0,72.0
White Oak2,Texas,4.0,95.0
Whitesboro,Texas,6.0,29.0
White Settlement,Texas,26.0,359.0
Whitney,Texas,8.0,55.0
Wichita Falls,Texas,364.0,3183.0
Willis,Texas,27.0,156.0
Willow Park,Texas,5.0,43.0
Wills Point,Texas,8.0,52.0
Wilmer,Texas,8.0,111.0
Winnsboro,Texas,5.0,49.0
Winters,Texas,10.0,16.0
Wolfforth,Texas,3.0,53.0
Woodway,Texas,16.0,91.0
Wortham,Texas,7.0,22.0
Wylie,Texas,37.0,381.0
Yoakum2,Texas,20.0,101.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Texas,,
"2 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Texas,,
"3 The FBI determined that the agency's data were overreported. Consequently, those data are not included in this table.",Texas,,
Alta,Utah,0.0,18.0
American Fork/Cedar Hills3,Utah,18.0,817.0
Aurora,Utah,0.0,0.0
Big Water,Utah,3.0,0.0
Bluffdale,Utah,25.0,129.0
Bountiful,Utah,36.0,447.0
Brigham City3,Utah,41.0,338.0
Cedar City,Utah,93.0,632.0
Centerville,Utah,21.0,289.0
Clearfield,Utah,56.0,369.0
Clinton,Utah,17.0,300.0
Cottonwood Heights3,Utah,54.0,806.0
Draper,Utah,69.0,906.0
Enoch,Utah,20.0,30.0
Ephraim,Utah,21.0,46.0
Farmington,Utah,19.0,350.0
Grantsville,Utah,36.0,162.0
Harrisville,Utah,11.0,237.0
Heber,Utah,11.0,146.0
Helper,Utah,5.0,49.0
Hurricane,Utah,36.0,267.0
Kanab,Utah,8.0,55.0
Kaysville,Utah,23.0,274.0
La Verkin,Utah,8.0,57.0
Layton,Utah,129.0,1558.0
Logan,Utah,113.0,691.0
Mapleton,Utah,2.0,41.0
Moab,Utah,42.0,132.0
Monticello,Utah,7.0,14.0
Mount Pleasant,Utah,4.0,44.0
Murray,Utah,218.0,2890.0
Naples,Utah,2.0,12.0
Nephi,Utah,5.0,74.0
North Ogden,Utah,17.0,203.0
North Park,Utah,10.0,207.0
North Salt Lake,Utah,25.0,343.0
Ogden,Utah,384.0,3211.0
Orem,Utah,89.0,1970.0
Park City,Utah,54.0,276.0
Payson,Utah,20.0,323.0
Pleasant Grove,Utah,39.0,365.0
Pleasant View,Utah,4.0,85.0
Provo,Utah,135.0,1767.0
Richfield3,Utah,6.0,245.0
Riverdale,Utah,26.0,559.0
Roosevelt,Utah,30.0,213.0
Roy,Utah,55.0,466.0
Salem3,Utah,0.0,29.0
Salina3,Utah,4.0,78.0
Salt Lake City,Utah,1442.0,11452.0
Sandy,Utah,187.0,2368.0
Santa Clara/Ivins,Utah,9.0,135.0
Santaquin/Genola,Utah,8.0,71.0
Saratoga Springs,Utah,53.0,259.0
South Jordan,Utah,73.0,1124.0
South Ogden,Utah,25.0,263.0
South Salt Lake,Utah,205.0,1865.0
Spanish Fork,Utah,7.0,332.0
Springdale,Utah,0.0,16.0
Springville,Utah,19.0,501.0
St. George,Utah,181.0,1397.0
Sunset,Utah,12.0,57.0
Syracuse,Utah,25.0,196.0
Tooele,Utah,73.0,860.0
Tremonton,Utah,14.0,140.0
Washington,Utah,29.0,432.0
West Bountiful,Utah,11.0,102.0
West Jordan,Utah,264.0,2555.0
West Valley,Utah,960.0,4378.0
Woods Cross,Utah,42.0,160.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Utah,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,Utah,,
"3 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Utah,,
Abingdon,Virginia,7.0,118.0
Alexandria,Virginia,288.0,2517.0
Amherst,Virginia,3.0,14.0
Appalachia,Virginia,6.0,48.0
Ashland,Virginia,19.0,158.0
Bedford,Virginia,9.0,198.0
Berryville,Virginia,1.0,33.0
Big Stone Gap,Virginia,4.0,84.0
Blacksburg,Virginia,50.0,275.0
Bluefield,Virginia,9.0,274.0
Bowling Green,Virginia,0.0,0.0
Bridgewater,Virginia,0.0,23.0
Bristol,Virginia,52.0,388.0
Broadway,Virginia,0.0,13.0
Brookneal,Virginia,2.0,9.0
Buena Vista,Virginia,7.0,18.0
Cape Charles,Virginia,4.0,3.0
Cedar Bluff,Virginia,1.0,7.0
Charlottesville,Virginia,157.0,1124.0
Chase City,Virginia,5.0,35.0
Chatham,Virginia,0.0,9.0
Chesapeake,Virginia,1112.0,5541.0
Chilhowie,Virginia,0.0,20.0
Chincoteague,Virginia,4.0,50.0
Christiansburg,Virginia,31.0,466.0
Clifton Forge,Virginia,8.0,43.0
Clintwood,Virginia,0.0,25.0
Coeburn,Virginia,2.0,39.0
Colonial Beach,Virginia,11.0,48.0
Colonial Heights,Virginia,71.0,720.0
Covington,Virginia,5.0,116.0
Crewe,Virginia,9.0,43.0
Culpeper,Virginia,32.0,340.0
Damascus,Virginia,0.0,56.0
Danville,Virginia,112.0,1467.0
Dayton,Virginia,1.0,8.0
Dublin,Virginia,3.0,33.0
Dumfries,Virginia,7.0,41.0
Elkton,Virginia,3.0,71.0
Emporia,Virginia,12.0,195.0
Exmore,Virginia,9.0,33.0
Fairfax City,Virginia,18.0,345.0
Falls Church,Virginia,10.0,230.0
Farmville,Virginia,31.0,167.0
Franklin,Virginia,16.0,292.0
Front Royal,Virginia,28.0,293.0
Galax,Virginia,29.0,255.0
Gate City,Virginia,4.0,22.0
Glade Spring,Virginia,0.0,11.0
Glasgow,Virginia,0.0,2.0
Gordonsville,Virginia,6.0,19.0
Gretna,Virginia,1.0,9.0
Grottoes,Virginia,1.0,25.0
Grundy,Virginia,1.0,23.0
Halifax,Virginia,2.0,22.0
Hampton,Virginia,393.0,3994.0
Harrisonburg,Virginia,112.0,924.0
Haymarket,Virginia,0.0,8.0
Haysi,Virginia,0.0,7.0
Herndon,Virginia,64.0,270.0
Hillsville,Virginia,7.0,54.0
Honaker,Virginia,2.0,16.0
Hopewell,Virginia,75.0,480.0
Hurt,Virginia,2.0,9.0
Independence,Virginia,0.0,5.0
Jonesville,Virginia,1.0,15.0
Kenbridge,Virginia,0.0,0.0
Kilmarnock,Virginia,1.0,21.0
La Crosse,Virginia,0.0,1.0
Lawrenceville,Virginia,1.0,10.0
Lebanon,Virginia,9.0,128.0
Leesburg,Virginia,102.0,570.0
Lexington,Virginia,7.0,27.0
Louisa,Virginia,1.0,44.0
Luray,Virginia,11.0,136.0
Lynchburg,Virginia,316.0,1802.0
Manassas,Virginia,103.0,623.0
Manassas Park,Virginia,21.0,154.0
Marion,Virginia,24.0,224.0
Martinsville,Virginia,66.0,343.0
Middleburg,Virginia,0.0,4.0
Middletown,Virginia,0.0,5.0
Mount Jackson,Virginia,3.0,21.0
Narrows,Virginia,1.0,25.0
New Market,Virginia,1.0,18.0
Newport News,Virginia,1056.0,4484.0
Norfolk,Virginia,1325.0,8405.0
Norton,Virginia,6.0,134.0
Occoquan,Virginia,1.0,2.0
Onancock,Virginia,3.0,24.0
Onley,Virginia,1.0,21.0
Orange,Virginia,15.0,81.0
Parksley,Virginia,0.0,4.0
Pearisburg,Virginia,2.0,67.0
Pembroke,Virginia,1.0,14.0
Pennington Gap,Virginia,1.0,38.0
Petersburg,Virginia,234.0,1034.0
Pocahontas,Virginia,0.0,1.0
Poquoson,Virginia,23.0,91.0
Portsmouth,Virginia,889.0,5509.0
Pulaski,Virginia,34.0,278.0
Purcellville,Virginia,8.0,37.0
Radford,Virginia,45.0,179.0
Rich Creek,Virginia,1.0,15.0
Richlands,Virginia,16.0,100.0
Richmond,Virginia,1068.0,8074.0
Roanoke,Virginia,386.0,4402.0
Rocky Mount,Virginia,20.0,268.0
Rural Retreat,Virginia,0.0,7.0
Salem,Virginia,23.0,559.0
Saltville,Virginia,3.0,16.0
Shenandoah,Virginia,0.0,35.0
Smithfield,Virginia,17.0,150.0
South Boston,Virginia,28.0,339.0
South Hill,Virginia,8.0,135.0
Stanley,Virginia,1.0,8.0
Staunton,Virginia,51.0,473.0
Stephens City,Virginia,1.0,35.0
St. Paul,Virginia,1.0,19.0
Strasburg,Virginia,12.0,66.0
Suffolk,Virginia,270.0,2266.0
Tappahannock,Virginia,19.0,71.0
Tazewell,Virginia,9.0,58.0
Timberville,Virginia,4.0,17.0
Victoria,Virginia,3.0,6.0
Vienna,Virginia,20.0,163.0
Vinton,Virginia,27.0,194.0
Virginia Beach,Virginia,581.0,7906.0
Warrenton,Virginia,14.0,109.0
Warsaw,Virginia,0.0,10.0
Waverly,Virginia,4.0,28.0
Waynesboro,Virginia,57.0,475.0
Weber City,Virginia,1.0,13.0
West Point,Virginia,3.0,27.0
White Stone,Virginia,0.0,0.0
Williamsburg,Virginia,22.0,197.0
Winchester,Virginia,80.0,657.0
Windsor,Virginia,4.0,23.0
Wise,Virginia,3.0,58.0
Woodstock,Virginia,10.0,125.0
Wytheville,Virginia,5.0,196.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Virginia,,
Aberdeen,Washington,71.0,680.0
Airway Heights,Washington,27.0,408.0
Algona,Washington,6.0,52.0
Anacortes,Washington,20.0,387.0
Arlington,Washington,47.0,703.0
Bainbridge Island,Washington,10.0,226.0
Battle Ground,Washington,17.0,444.0
Beaux Arts,Washington,0.0,2.0
Bellevue,Washington,185.0,4263.0
Bellingham,Washington,251.0,2689.0
Bingen,Washington,1.0,9.0
Bonney Lake,Washington,35.0,362.0
Bothell,Washington,30.0,964.0
Bremerton,Washington,168.0,1358.0
Brier,Washington,2.0,68.0
Buckley,Washington,10.0,77.0
Burien,Washington,180.0,1744.0
Burlington,Washington,19.0,597.0
Camas,Washington,10.0,221.0
Castle Rock,Washington,1.0,43.0
Centralia,Washington,60.0,670.0
Chehalis,Washington,22.0,377.0
Cheney,Washington,39.0,204.0
Chewelah,Washington,1.0,33.0
Cle Elum,Washington,5.0,77.0
Clyde Hill,Washington,0.0,38.0
College Place,Washington,11.0,161.0
Connell,Washington,11.0,39.0
Covington,Washington,36.0,582.0
Darrington,Washington,4.0,11.0
Des Moines,Washington,86.0,1007.0
Dupont,Washington,20.0,123.0
Duvall,Washington,5.0,46.0
East Wenatchee,Washington,8.0,192.0
Eatonville,Washington,19.0,31.0
Edgewood,Washington,24.0,202.0
Edmonds,Washington,87.0,909.0
Ellensburg,Washington,45.0,652.0
Enumclaw,Washington,6.0,208.0
Ephrata,Washington,17.0,394.0
Everett,Washington,341.0,3991.0
Everson,Washington,1.0,40.0
Federal Way,Washington,330.0,4164.0
Fife,Washington,78.0,664.0
Fircrest,Washington,11.0,98.0
Forks,Washington,11.0,65.0
Gig Harbor,Washington,14.0,447.0
Gold Bar,Washington,5.0,40.0
Goldendale,Washington,9.0,145.0
Grand Coulee,Washington,8.0,62.0
Grandview,Washington,10.0,204.0
Ilwaco,Washington,2.0,4.0
Issaquah,Washington,20.0,1138.0
Kalama,Washington,3.0,30.0
Kelso,Washington,33.0,392.0
Kenmore,Washington,18.0,242.0
Kennewick,Washington,253.0,2487.0
Kent,Washington,486.0,5200.0
La Center,Washington,3.0,41.0
Lacey,Washington,105.0,1436.0
Lake Forest Park,Washington,3.0,196.0
Lake Stevens,Washington,44.0,284.0
Lakewood,Washington,461.0,2296.0
Liberty Lake,Washington,8.0,166.0
Long Beach,Washington,1.0,15.0
Longview,Washington,101.0,1102.0
Lynden,Washington,14.0,263.0
Lynnwood,Washington,113.0,1855.0
Maple Valley,Washington,15.0,311.0
Marysville,Washington,144.0,1404.0
Medina,Washington,0.0,53.0
Mercer Island,Washington,8.0,371.0
Mill Creek,Washington,17.0,290.0
Milton,Washington,32.0,210.0
Monroe,Washington,58.0,559.0
Montesano,Washington,3.0,37.0
Mountlake Terrace,Washington,37.0,466.0
Mount Vernon,Washington,55.0,1140.0
Moxee,Washington,1.0,21.0
Mukilteo,Washington,22.0,351.0
Newcastle,Washington,10.0,196.0
Newport,Washington,2.0,44.0
Normandy Park,Washington,1.0,124.0
North Bend,Washington,5.0,199.0
Oak Harbor,Washington,31.0,134.0
Oakville,Washington,2.0,9.0
Olympia,Washington,254.0,1854.0
Orting,Washington,12.0,129.0
Othello,Washington,7.0,145.0
Pacific,Washington,6.0,133.0
Port Angeles,Washington,117.0,719.0
Port Orchard,Washington,66.0,492.0
Port Townsend,Washington,41.0,172.0
Poulsbo,Washington,19.0,265.0
Prosser,Washington,7.0,124.0
Pullman,Washington,42.0,273.0
Puyallup,Washington,133.0,2187.0
Quincy,Washington,13.0,144.0
Raymond,Washington,6.0,31.0
Redmond,Washington,71.0,1846.0
Renton,Washington,325.0,4182.0
Richland,Washington,100.0,1199.0
Ridgefield,Washington,10.0,74.0
Ritzville,Washington,1.0,57.0
Roy,Washington,3.0,6.0
Royal City,Washington,2.0,21.0
Ruston,Washington,1.0,39.0
Sammamish,Washington,23.0,404.0
SeaTac,Washington,130.0,1098.0
Seattle,Washington,4471.0,34333.0
Sedro Woolley,Washington,11.0,219.0
Selah,Washington,7.0,127.0
Sequim,Washington,16.0,316.0
Shelton,Washington,53.0,583.0
Shoreline,Washington,95.0,1104.0
Skykomish,Washington,0.0,2.0
Snoqualmie,Washington,6.0,170.0
Soap Lake,Washington,4.0,59.0
South Bend,Washington,0.0,1.0
Spokane,Washington,1520.0,13048.0
Spokane Valley,Washington,311.0,4465.0
Stanwood,Washington,11.0,155.0
Steilacoom,Washington,13.0,77.0
Sultan,Washington,8.0,73.0
Sumas,Washington,1.0,8.0
Sumner,Washington,34.0,451.0
Sunnyside,Washington,24.0,540.0
Tacoma,Washington,1848.0,11415.0
Tenino,Washington,3.0,26.0
Toledo,Washington,0.0,12.0
Toppenish,Washington,54.0,541.0
Tukwila,Washington,158.0,3350.0
Tumwater,Washington,73.0,648.0
Twisp,Washington,0.0,11.0
Union Gap,Washington,15.0,580.0
University Place,Washington,88.0,541.0
Vancouver,Washington,889.0,5998.0
Walla Walla,Washington,114.0,1052.0
Washougal,Washington,24.0,235.0
Wenatchee,Washington,62.0,638.0
Westport,Washington,7.0,64.0
West Richland,Washington,15.0,103.0
White Salmon,Washington,0.0,19.0
Winlock,Washington,1.0,13.0
Winthrop,Washington,3.0,5.0
Woodinville,Washington,10.0,270.0
Woodland,Washington,11.0,205.0
Yakima,Washington,420.0,2723.0
Yarrow Point,Washington,0.0,8.0
Yelm,Washington,32.0,392.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Washington,,
Adams,Wisconsin,9.0,67.0
Albany2,Wisconsin,1.0,9.0
Algoma,Wisconsin,2.0,17.0
Altoona,Wisconsin,9.0,109.0
Amery,Wisconsin,8.0,37.0
Appleton,Wisconsin,206.0,1073.0
Arcadia,Wisconsin,4.0,5.0
Ashland,Wisconsin,25.0,291.0
Ashwaubenon,Wisconsin,21.0,477.0
Athens,Wisconsin,3.0,8.0
Avoca,Wisconsin,0.0,0.0
Bangor,Wisconsin,0.0,2.0
Baraboo,Wisconsin,28.0,345.0
Barneveld,Wisconsin,1.0,7.0
Barron2,Wisconsin,10.0,25.0
Bayfield,Wisconsin,1.0,19.0
Bayside,Wisconsin,3.0,17.0
Beaver Dam,Wisconsin,27.0,260.0
Belleville,Wisconsin,2.0,16.0
Beloit2,Wisconsin,154.0,1114.0
Beloit Town,Wisconsin,7.0,126.0
Berlin,Wisconsin,1.0,68.0
Big Bend,Wisconsin,0.0,26.0
Birchwood,Wisconsin,0.0,2.0
Black River Falls,Wisconsin,5.0,76.0
Blair,Wisconsin,2.0,3.0
Blanchardville,Wisconsin,1.0,3.0
Bloomer2,Wisconsin,11.0,29.0
Bloomfield,Wisconsin,10.0,35.0
Boyceville,Wisconsin,3.0,14.0
Brandon-Fairwater,Wisconsin,0.0,0.0
Brillion,Wisconsin,5.0,14.0
Brodhead2,Wisconsin,0.0,22.0
Brookfield,Wisconsin,31.0,691.0
Brookfield Township,Wisconsin,6.0,102.0
Brooklyn,Wisconsin,1.0,4.0
Brown Deer,Wisconsin,40.0,451.0
Brownsville,Wisconsin,0.0,2.0
Burlington,Wisconsin,6.0,87.0
Butler,Wisconsin,2.0,65.0
Caledonia,Wisconsin,21.0,127.0
Campbellsport,Wisconsin,0.0,13.0
Campbell Township,Wisconsin,1.0,44.0
Cascade,Wisconsin,0.0,2.0
Cashton,Wisconsin,2.0,2.0
Cedarburg,Wisconsin,2.0,89.0
Chenequa,Wisconsin,0.0,1.0
Chetek2,Wisconsin,6.0,12.0
Chilton,Wisconsin,2.0,32.0
Chippewa Falls,Wisconsin,50.0,180.0
Cleveland,Wisconsin,0.0,2.0
Clinton,Wisconsin,6.0,12.0
Colby-Abbotsford,Wisconsin,2.0,25.0
Colfax,Wisconsin,2.0,6.0
Columbus,Wisconsin,10.0,53.0
Cornell2,Wisconsin,0.0,23.0
Cottage Grove,Wisconsin,3.0,22.0
Crandon,Wisconsin,3.0,21.0
Cross Plains,Wisconsin,4.0,23.0
Cuba City,Wisconsin,0.0,0.0
Cudahy2,Wisconsin,29.0,205.0
Cumberland,Wisconsin,0.0,0.0
Darlington2,Wisconsin,4.0,18.0
Deforest,Wisconsin,10.0,97.0
Delafield,Wisconsin,4.0,108.0
Delavan,Wisconsin,17.0,212.0
Delavan Town,Wisconsin,8.0,22.0
De Pere,Wisconsin,20.0,217.0
Dodgeville,Wisconsin,6.0,114.0
Durand,Wisconsin,2.0,6.0
Eagle River,Wisconsin,2.0,47.0
Eagle Village,Wisconsin,1.0,12.0
East Troy,Wisconsin,7.0,25.0
Eau Claire,Wisconsin,191.0,1634.0
Edgar,Wisconsin,1.0,7.0
Edgerton,Wisconsin,1.0,56.0
Elkhart Lake2,Wisconsin,0.0,8.0
Elkhorn2,Wisconsin,12.0,95.0
Elk Mound,Wisconsin,3.0,21.0
Ellsworth,Wisconsin,5.0,21.0
Elm Grove,Wisconsin,4.0,48.0
Endeavor,Wisconsin,0.0,1.0
Everest Metropolitan2,Wisconsin,76.0,201.0
Fall Creek,Wisconsin,1.0,9.0
Fall River,Wisconsin,1.0,0.0
Fennimore,Wisconsin,6.0,11.0
Fitchburg,Wisconsin,93.0,529.0
Fond du Lac,Wisconsin,134.0,797.0
Fontana2,Wisconsin,2.0,5.0
Fort Atkinson,Wisconsin,26.0,178.0
Fox Crossing2,Wisconsin,25.0,159.0
Fox Lake,Wisconsin,0.0,2.0
Fox Point,Wisconsin,3.0,61.0
Fox Valley Metro,Wisconsin,25.0,87.0
Franklin,Wisconsin,25.0,576.0
Fulton,Wisconsin,0.0,4.0
Galesville,Wisconsin,0.0,9.0
Geneva Town,Wisconsin,2.0,19.0
Genoa City,Wisconsin,0.0,10.0
Germantown,Wisconsin,16.0,450.0
Gillett,Wisconsin,0.0,14.0
Gilman,Wisconsin,0.0,9.0
Glendale,Wisconsin,33.0,661.0
Grafton,Wisconsin,8.0,141.0
Grand Chute,Wisconsin,69.0,734.0
Grand Rapids,Wisconsin,3.0,22.0
Grantsburg,Wisconsin,6.0,9.0
Green Bay,Wisconsin,529.0,1724.0
Greendale,Wisconsin,13.0,160.0
Greenfield,Wisconsin,64.0,946.0
Green Lake,Wisconsin,1.0,3.0
Hales Corners,Wisconsin,6.0,94.0
Hammond,Wisconsin,0.0,8.0
Hancock,Wisconsin,0.0,0.0
Hartford,Wisconsin,10.0,219.0
Hartford Township,Wisconsin,0.0,0.0
Hartland,Wisconsin,9.0,46.0
Hayward,Wisconsin,8.0,49.0
Hazel Green,Wisconsin,0.0,14.0
Highland,Wisconsin,1.0,5.0
Hillsboro,Wisconsin,4.0,8.0
Hobart-Lawrence,Wisconsin,8.0,44.0
Holmen,Wisconsin,9.0,100.0
Horicon,Wisconsin,2.0,57.0
Hortonville2,Wisconsin,1.0,29.0
Hudson,Wisconsin,19.0,381.0
Hurley,Wisconsin,0.0,7.0
Independence,Wisconsin,1.0,3.0
Iron Ridge,Wisconsin,0.0,0.0
Iron River,Wisconsin,1.0,12.0
Jackson,Wisconsin,9.0,95.0
Janesville,Wisconsin,148.0,1577.0
Jefferson,Wisconsin,9.0,129.0
Juneau,Wisconsin,4.0,15.0
Kaukauna,Wisconsin,14.0,110.0
Kenosha,Wisconsin,311.0,1582.0
Kewaskum,Wisconsin,2.0,27.0
Kewaunee,Wisconsin,5.0,17.0
Kiel,Wisconsin,11.0,24.0
Kohler2,Wisconsin,0.0,35.0
Kronenwetter2,Wisconsin,7.0,40.0
La Crosse,Wisconsin,122.0,1850.0
Ladysmith,Wisconsin,3.0,25.0
La Farge,Wisconsin,0.0,6.0
Lake Delton,Wisconsin,24.0,458.0
Lake Geneva2,Wisconsin,9.0,147.0
Lake Hallie2,Wisconsin,12.0,159.0
Lake Mills,Wisconsin,10.0,15.0
Lancaster,Wisconsin,8.0,30.0
Lena,Wisconsin,0.0,5.0
Linden,Wisconsin,0.0,0.0
Linn Township2,Wisconsin,0.0,11.0
Lodi,Wisconsin,2.0,24.0
Lomira,Wisconsin,2.0,7.0
Luxemburg,Wisconsin,3.0,11.0
Madison,Wisconsin,940.0,6464.0
Manawa,Wisconsin,10.0,11.0
Manitowoc,Wisconsin,73.0,631.0
Maple Bluff,Wisconsin,0.0,10.0
Marathon City,Wisconsin,2.0,7.0
Marinette,Wisconsin,11.0,184.0
Marion,Wisconsin,0.0,3.0
Markesan,Wisconsin,2.0,16.0
Marshall Village,Wisconsin,6.0,33.0
Marshfield,Wisconsin,29.0,312.0
Mauston2,Wisconsin,14.0,126.0
Mayville,Wisconsin,8.0,53.0
McFarland,Wisconsin,5.0,52.0
Medford,Wisconsin,14.0,81.0
Menasha2,Wisconsin,48.0,238.0
Menomonee Falls,Wisconsin,28.0,331.0
Menomonie,Wisconsin,36.0,280.0
Mequon,Wisconsin,14.0,176.0
Merrill,Wisconsin,14.0,169.0
Middleton,Wisconsin,12.0,268.0
Milton,Wisconsin,8.0,69.0
Milton Town,Wisconsin,0.0,5.0
Milwaukee,Wisconsin,7874.0,15097.0
Mineral Point,Wisconsin,3.0,28.0
Minocqua,Wisconsin,9.0,41.0
Mishicot,Wisconsin,0.0,4.0
Monona,Wisconsin,9.0,624.0
Monroe2,Wisconsin,7.0,123.0
Montello,Wisconsin,1.0,8.0
Mosinee,Wisconsin,4.0,39.0
Mount Horeb,Wisconsin,7.0,23.0
Mount Pleasant,Wisconsin,40.0,536.0
Mukwonago,Wisconsin,3.0,89.0
Mukwonago Town,Wisconsin,5.0,5.0
Muscoda,Wisconsin,5.0,20.0
Muskego,Wisconsin,5.0,85.0
Neenah2,Wisconsin,45.0,330.0
Neillsville,Wisconsin,1.0,27.0
Nekoosa,Wisconsin,0.0,58.0
Neshkoro,Wisconsin,0.0,2.0
New Berlin,Wisconsin,20.0,452.0
New Glarus,Wisconsin,2.0,30.0
New Holstein,Wisconsin,1.0,8.0
New London,Wisconsin,7.0,121.0
New Richmond,Wisconsin,22.0,115.0
Niagara,Wisconsin,3.0,7.0
North Fond du Lac,Wisconsin,7.0,29.0
North Hudson,Wisconsin,2.0,9.0
North Prairie,Wisconsin,2.0,7.0
Norwalk,Wisconsin,0.0,0.0
Oak Creek,Wisconsin,40.0,722.0
Oconomowoc,Wisconsin,13.0,125.0
Oconomowoc Lake,Wisconsin,0.0,4.0
Oconomowoc Town,Wisconsin,3.0,17.0
Oconto,Wisconsin,14.0,72.0
Oconto Falls,Wisconsin,4.0,43.0
Omro2,Wisconsin,5.0,15.0
Onalaska,Wisconsin,10.0,522.0
Oregon,Wisconsin,8.0,53.0
Osceola,Wisconsin,21.0,15.0
Oshkosh2,Wisconsin,190.0,1067.0
Osseo,Wisconsin,0.0,30.0
Oxford,Wisconsin,1.0,11.0
Palmyra,Wisconsin,1.0,10.0
Park Falls,Wisconsin,6.0,6.0
Pepin,Wisconsin,4.0,17.0
Peshtigo,Wisconsin,4.0,28.0
Pewaukee Village,Wisconsin,6.0,87.0
Phillips,Wisconsin,1.0,13.0
Pittsville,Wisconsin,1.0,40.0
Plainfield,Wisconsin,0.0,0.0
Platteville,Wisconsin,19.0,230.0
Pleasant Prairie,Wisconsin,13.0,419.0
Plover,Wisconsin,20.0,198.0
Plymouth,Wisconsin,5.0,114.0
Portage,Wisconsin,17.0,164.0
Port Edwards,Wisconsin,0.0,5.0
Port Washington,Wisconsin,29.0,88.0
Poynette,Wisconsin,4.0,4.0
Prairie du Chien,Wisconsin,4.0,82.0
Prescott,Wisconsin,7.0,41.0
Princeton,Wisconsin,3.0,18.0
Pulaski,Wisconsin,8.0,16.0
Racine,Wisconsin,291.0,990.0
Readstown,Wisconsin,0.0,0.0
Reedsburg,Wisconsin,5.0,159.0
Rhinelander,Wisconsin,13.0,133.0
Rib Lake,Wisconsin,0.0,3.0
Rice Lake,Wisconsin,21.0,284.0
Richland Center,Wisconsin,11.0,55.0
Rio,Wisconsin,0.0,0.0
Ripon,Wisconsin,15.0,68.0
Ripon Town,Wisconsin,0.0,0.0
