city,state,violent_crime,property_crime
Portageville,Missouri,16.0,50.0
Potosi3,Missouri,15.0,174.0
Raymore,Missouri,17.0,291.0
Raytown,Missouri,200.0,1294.0
Republic,Missouri,31.0,277.0
Rich Hill,Missouri,0.0,0.0
Richland,Missouri,9.0,54.0
Richmond,Missouri,42.0,210.0
Risco,Missouri,0.0,0.0
Riverside,Missouri,15.0,218.0
Riverview,Missouri,50.0,96.0
Rockaway Beach,Missouri,1.0,0.0
Rock Hill,Missouri,6.0,63.0
Rogersville,Missouri,4.0,54.0
Rolla,Missouri,109.0,814.0
Rutledge,Missouri,0.0,0.0
Salem3,Missouri,6.0,90.0
Sarcoxie,Missouri,2.0,50.0
Savannah,Missouri,1.0,43.0
Scott City3,Missouri,11.0,90.0
Sedalia,Missouri,188.0,954.0
Seligman,Missouri,1.0,12.0
Seneca,Missouri,0.0,51.0
Smithville,Missouri,15.0,109.0
Sparta,Missouri,1.0,18.0
Springfield,Missouri,2571.0,13188.0
Ste. Genevieve,Missouri,9.0,45.0
St. Joseph,Missouri,431.0,4355.0
St. Louis,Missouri,5792.0,18582.0
St. Marys,Missouri,0.0,0.0
St. Peters,Missouri,139.0,1162.0
Strasburg,Missouri,0.0,0.0
St. Robert,Missouri,21.0,406.0
Sugar Creek,Missouri,24.0,110.0
Sullivan,Missouri,41.0,323.0
Summersville,Missouri,6.0,3.0
Sunrise Beach,Missouri,0.0,4.0
Sunset Hills,Missouri,11.0,175.0
Sweet Springs,Missouri,0.0,2.0
Tarkio,Missouri,0.0,4.0
Terre du Lac,Missouri,12.0,13.0
Trenton,Missouri,14.0,114.0
Truesdale,Missouri,0.0,11.0
Van Buren,Missouri,6.0,10.0
Vandalia,Missouri,1.0,30.0
Velda City,Missouri,14.0,41.0
Verona,Missouri,6.0,2.0
Versailles,Missouri,9.0,55.0
Vinita Park,Missouri,159.0,600.0
Walnut Grove,Missouri,0.0,15.0
Warrensburg,Missouri,60.0,616.0
Warsaw,Missouri,16.0,78.0
Warson Woods,Missouri,0.0,16.0
Washburn,Missouri,0.0,0.0
Washington3,Missouri,37.0,481.0
Waynesville,Missouri,23.0,92.0
Wellsville,Missouri,3.0,12.0
Wentzville,Missouri,88.0,450.0
Weston,Missouri,0.0,15.0
West Plains,Missouri,52.0,709.0
Wheaton,Missouri,0.0,0.0
Willard,Missouri,7.0,74.0
Willow Springs3,Missouri,13.0,71.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Missouri,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,Missouri,,
"3 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Missouri,,
"4 The FBI determined that the agency's data were underreported. Consequently, those data are not included in this table.",Missouri,,
Baker,Montana,3.0,7.0
Belgrade,Montana,35.0,175.0
Billings2,Montana,,4499.0
Boulder,Montana,2.0,10.0
Bozeman2,Montana,,849.0
Bridger,Montana,0.0,6.0
Colstrip,Montana,2.0,5.0
Columbia Falls,Montana,11.0,69.0
Cut Bank,Montana,36.0,114.0
Deer Lodge,Montana,7.0,17.0
Dillon,Montana,8.0,13.0
East Helena,Montana,11.0,55.0
Ennis,Montana,3.0,4.0
Eureka,Montana,1.0,8.0
Glasgow,Montana,14.0,35.0
Glendive,Montana,5.0,14.0
Great Falls,Montana,302.0,3405.0
Hamilton,Montana,18.0,148.0
Havre2,Montana,,360.0
Helena,Montana,190.0,1400.0
Hot Springs,Montana,0.0,3.0
Kalispell,Montana,102.0,821.0
Laurel,Montana,28.0,177.0
Libby,Montana,4.0,62.0
Manhattan,Montana,7.0,20.0
Miles City,Montana,22.0,244.0
Missoula,Montana,310.0,3082.0
Polson,Montana,26.0,197.0
Red Lodge,Montana,5.0,23.0
Ronan City,Montana,19.0,50.0
Sidney,Montana,30.0,76.0
Stevensville,Montana,9.0,24.0
Troy,Montana,1.0,13.0
West Yellowstone,Montana,8.0,25.0
Wolf Point,Montana,26.0,54.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Montana,,
"2 The FBI determined that the agency's data were overreported. Consequently, those data are not included in this table.",Montana,,
Ashland,Nebraska,2.0,11.0
Aurora,Nebraska,4.0,28.0
Beatrice,Nebraska,22.0,194.0
Bellevue,Nebraska,110.0,961.0
Blair,Nebraska,10.0,119.0
Boys Town,Nebraska,8.0,8.0
Broken Bow,Nebraska,7.0,20.0
Central City,Nebraska,6.0,6.0
Chadron,Nebraska,10.0,104.0
Columbus,Nebraska,28.0,359.0
Cozad,Nebraska,6.0,12.0
Crete,Nebraska,46.0,127.0
Emerson,Nebraska,0.0,3.0
Falls City,Nebraska,8.0,44.0
Fremont,Nebraska,49.0,589.0
Gering,Nebraska,9.0,95.0
Gothenburg,Nebraska,0.0,47.0
Grand Island,Nebraska,236.0,1323.0
Hastings,Nebraska,45.0,727.0
Holdrege,Nebraska,14.0,75.0
Imperial,Nebraska,0.0,4.0
La Vista,Nebraska,19.0,181.0
Lexington,Nebraska,20.0,164.0
Lincoln,Nebraska,1115.0,8008.0
Madison,Nebraska,2.0,13.0
McCook,Nebraska,11.0,168.0
Minden,Nebraska,3.0,45.0
Nebraska City,Nebraska,18.0,306.0
Norfolk,Nebraska,32.0,381.0
North Platte,Nebraska,89.0,800.0
Ogallala,Nebraska,10.0,111.0
Omaha,Nebraska,2883.0,17144.0
O'Neill3,Nebraska,8.0,17.0
Ord,Nebraska,5.0,10.0
Papillion,Nebraska,40.0,433.0
Plattsmouth,Nebraska,17.0,85.0
Ralston,Nebraska,12.0,108.0
Ravenna,Nebraska,0.0,20.0
Schuyler,Nebraska,3.0,25.0
Scottsbluff,Nebraska,53.0,433.0
Seward,Nebraska,2.0,40.0
Sidney,Nebraska,22.0,151.0
South Sioux City,Nebraska,30.0,359.0
Superior,Nebraska,2.0,18.0
Tekamah3,Nebraska,2.0,13.0
Tilden,Nebraska,0.0,0.0
Valentine,Nebraska,9.0,27.0
Valley,Nebraska,1.0,16.0
Wahoo,Nebraska,2.0,18.0
West Point,Nebraska,1.0,17.0
York,Nebraska,13.0,179.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Nebraska,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,Nebraska,,
"3 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Nebraska,,
Boulder City,Nevada,19.0,114.0
Carlin,Nevada,15.0,29.0
Elko,Nevada,69.0,530.0
Henderson,Nevada,543.0,5554.0
Las Vegas Metropolitan Police Department,Nevada,8854.0,46197.0
Lovelock,Nevada,6.0,39.0
Mesquite,Nevada,26.0,224.0
North Las Vegas,Nevada,2158.0,5086.0
Reno3,Nevada,1419.0,5344.0
Sparks3,Nevada,450.0,2426.0
Winnemucca,Nevada,8.0,204.0
Yerington,Nevada,6.0,5.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Nevada,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,Nevada,,
"3 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Nevada,,
Alexandria,New Hampshire,0.0,15.0
Allenstown,New Hampshire,10.0,26.0
Alstead,New Hampshire,3.0,1.0
Alton,New Hampshire,10.0,34.0
Amherst,New Hampshire,3.0,108.0
Antrim,New Hampshire,3.0,21.0
Ashland,New Hampshire,1.0,40.0
Atkinson,New Hampshire,0.0,29.0
Auburn,New Hampshire,2.0,37.0
Barnstead,New Hampshire,3.0,20.0
Barrington,New Hampshire,6.0,36.0
Bartlett,New Hampshire,2.0,23.0
Bath,New Hampshire,0.0,1.0
Bedford,New Hampshire,12.0,174.0
Belmont,New Hampshire,19.0,128.0
Bennington,New Hampshire,1.0,5.0
Berlin,New Hampshire,22.0,110.0
Bethlehem,New Hampshire,5.0,20.0
Boscawen,New Hampshire,8.0,32.0
Bow,New Hampshire,5.0,30.0
Bradford,New Hampshire,0.0,19.0
Bristol,New Hampshire,6.0,49.0
Brookline,New Hampshire,0.0,21.0
Campton,New Hampshire,5.0,36.0
Candia,New Hampshire,1.0,32.0
Canterbury,New Hampshire,2.0,26.0
Carroll,New Hampshire,0.0,16.0
Center Harbor,New Hampshire,0.0,8.0
Charlestown,New Hampshire,8.0,18.0
Chester,New Hampshire,9.0,28.0
Chichester,New Hampshire,2.0,27.0
Colebrook,New Hampshire,1.0,28.0
Concord,New Hampshire,65.0,805.0
Conway,New Hampshire,22.0,222.0
Cornish,New Hampshire,0.0,7.0
Dalton,New Hampshire,0.0,0.0
Danville,New Hampshire,0.0,11.0
Deerfield,New Hampshire,1.0,17.0
Deering,New Hampshire,2.0,20.0
Derry,New Hampshire,33.0,279.0
Dover,New Hampshire,25.0,347.0
Dublin,New Hampshire,1.0,7.0
Dunbarton,New Hampshire,3.0,21.0
Durham,New Hampshire,6.0,42.0
East Kingston,New Hampshire,1.0,8.0
Effingham,New Hampshire,1.0,1.0
Enfield,New Hampshire,5.0,27.0
Epping,New Hampshire,3.0,74.0
Epsom,New Hampshire,3.0,26.0
Exeter,New Hampshire,28.0,99.0
Farmington,New Hampshire,8.0,103.0
Fitzwilliam,New Hampshire,0.0,12.0
Franconia,New Hampshire,1.0,14.0
Freedom,New Hampshire,0.0,3.0
Fremont,New Hampshire,0.0,37.0
Gilford,New Hampshire,5.0,111.0
Gilmanton,New Hampshire,7.0,23.0
Goffstown,New Hampshire,18.0,114.0
Gorham,New Hampshire,3.0,20.0
Grantham,New Hampshire,0.0,14.0
Greenland,New Hampshire,0.0,16.0
Hampstead,New Hampshire,7.0,48.0
Hampton,New Hampshire,31.0,138.0
Hampton Falls,New Hampshire,2.0,18.0
Hancock,New Hampshire,1.0,2.0
Hanover,New Hampshire,7.0,95.0
Haverhill,New Hampshire,16.0,71.0
Henniker,New Hampshire,12.0,45.0
Hillsborough,New Hampshire,12.0,56.0
Hinsdale,New Hampshire,5.0,94.0
Holderness,New Hampshire,0.0,14.0
Hollis,New Hampshire,5.0,29.0
Hooksett,New Hampshire,12.0,162.0
Hopkinton,New Hampshire,1.0,20.0
Hudson,New Hampshire,19.0,210.0
Jackson,New Hampshire,0.0,6.0
Keene,New Hampshire,42.0,488.0
Kensington,New Hampshire,1.0,3.0
Kingston,New Hampshire,5.0,11.0
Laconia,New Hampshire,37.0,535.0
Lancaster,New Hampshire,5.0,29.0
Lebanon,New Hampshire,16.0,299.0
Lee,New Hampshire,1.0,17.0
Lincoln,New Hampshire,1.0,27.0
Lisbon,New Hampshire,0.0,11.0
Litchfield,New Hampshire,3.0,31.0
Littleton,New Hampshire,16.0,106.0
Londonderry,New Hampshire,20.0,173.0
Loudon,New Hampshire,4.0,43.0
Lyndeborough,New Hampshire,0.0,6.0
Madbury,New Hampshire,0.0,2.0
Madison,New Hampshire,3.0,28.0
Manchester,New Hampshire,678.0,2678.0
Marlborough,New Hampshire,1.0,7.0
Mason,New Hampshire,1.0,5.0
Meredith,New Hampshire,16.0,107.0
Merrimack,New Hampshire,4.0,207.0
Middleton,New Hampshire,0.0,17.0
Milford,New Hampshire,11.0,78.0
Milton,New Hampshire,7.0,42.0
Mont Vernon,New Hampshire,2.0,5.0
Moultonborough,New Hampshire,0.0,26.0
Nashua,New Hampshire,129.0,1151.0
New Boston,New Hampshire,2.0,15.0
Newbury,New Hampshire,0.0,15.0
New Castle,New Hampshire,0.0,1.0
New Durham,New Hampshire,3.0,24.0
Newfields,New Hampshire,1.0,14.0
New Hampton,New Hampshire,4.0,12.0
Newington,New Hampshire,5.0,113.0
New Ipswich,New Hampshire,3.0,20.0
Newmarket,New Hampshire,8.0,43.0
Newport,New Hampshire,6.0,94.0
Northfield,New Hampshire,7.0,67.0
North Hampton,New Hampshire,3.0,35.0
Northumberland,New Hampshire,4.0,24.0
Northwood,New Hampshire,2.0,31.0
Nottingham,New Hampshire,3.0,7.0
Orford,New Hampshire,1.0,3.0
Ossipee,New Hampshire,5.0,35.0
Pelham,New Hampshire,10.0,94.0
Pembroke,New Hampshire,12.0,59.0
Peterborough,New Hampshire,11.0,48.0
Pittsburg,New Hampshire,0.0,5.0
Pittsfield,New Hampshire,15.0,21.0
Plainfield,New Hampshire,1.0,12.0
Plaistow,New Hampshire,4.0,97.0
Plymouth,New Hampshire,10.0,76.0
Portsmouth,New Hampshire,28.0,359.0
Raymond,New Hampshire,14.0,114.0
Rindge,New Hampshire,12.0,60.0
Rochester,New Hampshire,94.0,976.0
Rollinsford,New Hampshire,3.0,17.0
Rye,New Hampshire,0.0,42.0
Salem,New Hampshire,25.0,448.0
Sanbornton,New Hampshire,4.0,24.0
Sandown,New Hampshire,2.0,20.0
Sandwich,New Hampshire,0.0,13.0
Seabrook,New Hampshire,4.0,137.0
Somersworth,New Hampshire,15.0,353.0
South Hampton,New Hampshire,0.0,5.0
Springfield,New Hampshire,0.0,0.0
Strafford,New Hampshire,0.0,7.0
Stratham,New Hampshire,2.0,44.0
Sugar Hill,New Hampshire,0.0,1.0
Sunapee,New Hampshire,0.0,19.0
Tamworth,New Hampshire,2.0,14.0
Thornton,New Hampshire,1.0,9.0
Tilton,New Hampshire,12.0,200.0
Troy,New Hampshire,2.0,13.0
Tuftonboro,New Hampshire,1.0,12.0
Wakefield,New Hampshire,13.0,34.0
Warner,New Hampshire,1.0,34.0
Washington,New Hampshire,0.0,2.0
Waterville Valley,New Hampshire,1.0,12.0
Weare,New Hampshire,4.0,26.0
Webster,New Hampshire,3.0,24.0
Whitefield,New Hampshire,4.0,7.0
Wilton,New Hampshire,6.0,20.0
Winchester,New Hampshire,8.0,34.0
Windham,New Hampshire,5.0,59.0
Wolfeboro,New Hampshire,4.0,34.0
Woodstock,New Hampshire,0.0,9.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,New Hampshire,,
Aberdeen Township,New Jersey,15.0,164.0
Absecon,New Jersey,8.0,236.0
Allendale,New Jersey,0.0,38.0
Allenhurst,New Jersey,0.0,11.0
Allentown,New Jersey,0.0,8.0
Alpha,New Jersey,1.0,37.0
Alpine,New Jersey,1.0,15.0
Andover Township,New Jersey,0.0,17.0
Asbury Park,New Jersey,179.0,525.0
Atlantic City,New Jersey,323.0,1738.0
Atlantic Highlands,New Jersey,3.0,50.0
Audubon,New Jersey,5.0,296.0
Audubon Park,New Jersey,1.0,5.0
Avalon,New Jersey,5.0,157.0
Avon-by-the-Sea,New Jersey,1.0,36.0
Barnegat Light,New Jersey,0.0,6.0
Barnegat Township,New Jersey,12.0,124.0
Barrington,New Jersey,3.0,62.0
Bay Head,New Jersey,0.0,15.0
Bayonne,New Jersey,145.0,704.0
Beach Haven,New Jersey,0.0,141.0
Beachwood,New Jersey,5.0,79.0
Bedminster Township,New Jersey,2.0,39.0
Belleville,New Jersey,78.0,508.0
Bellmawr,New Jersey,13.0,133.0
Belmar,New Jersey,8.0,86.0
Belvidere,New Jersey,8.0,32.0
Bergenfield,New Jersey,15.0,75.0
Berkeley Heights Township,New Jersey,4.0,58.0
Berkeley Township,New Jersey,44.0,385.0
Berlin,New Jersey,10.0,126.0
Berlin Township,New Jersey,3.0,126.0
Bernards Township,New Jersey,0.0,83.0
Bernardsville,New Jersey,2.0,43.0
Beverly,New Jersey,11.0,35.0
Blairstown Township,New Jersey,5.0,19.0
Bloomfield,New Jersey,32.0,567.0
Bloomingdale,New Jersey,5.0,32.0
Bogota,New Jersey,2.0,33.0
Boonton,New Jersey,11.0,82.0
Boonton Township,New Jersey,2.0,18.0
Bordentown City,New Jersey,2.0,26.0
Bordentown Township,New Jersey,11.0,66.0
Bound Brook,New Jersey,16.0,112.0
Bradley Beach,New Jersey,6.0,68.0
Branchburg Township,New Jersey,4.0,83.0
Brick Township,New Jersey,83.0,805.0
Bridgeton,New Jersey,223.0,848.0
Bridgewater Township,New Jersey,7.0,435.0
Brielle,New Jersey,2.0,15.0
Brigantine,New Jersey,1.0,165.0
Brooklawn,New Jersey,16.0,149.0
Buena,New Jersey,4.0,47.0
Burlington City,New Jersey,51.0,150.0
Burlington Township,New Jersey,31.0,261.0
Butler,New Jersey,1.0,26.0
Byram Township,New Jersey,10.0,63.0
Caldwell,New Jersey,7.0,57.0
Califon,New Jersey,0.0,3.0
Camden County Police Department,New Jersey,1159.0,2101.0
Cape May,New Jersey,4.0,94.0
Cape May Point,New Jersey,0.0,4.0
Carlstadt,New Jersey,8.0,73.0
Carney's Point Township,New Jersey,17.0,104.0
Carteret,New Jersey,32.0,265.0
Cedar Grove Township,New Jersey,6.0,56.0
Chatham,New Jersey,0.0,63.0
Chatham Township,New Jersey,0.0,24.0
Cherry Hill Township,New Jersey,59.0,1694.0
Chesilhurst,New Jersey,4.0,43.0
Chester,New Jersey,0.0,13.0
Chesterfield Township,New Jersey,3.0,6.0
Chester Township,New Jersey,0.0,35.0
Cinnaminson Township,New Jersey,16.0,352.0
Clark Township,New Jersey,14.0,224.0
Clayton,New Jersey,13.0,85.0
Clementon,New Jersey,13.0,132.0
Cliffside Park,New Jersey,18.0,102.0
Clifton,New Jersey,95.0,1272.0
Clinton,New Jersey,4.0,12.0
Clinton Township,New Jersey,2.0,33.0
Closter,New Jersey,5.0,43.0
Collingswood,New Jersey,16.0,393.0
Colts Neck Township,New Jersey,4.0,58.0
Cranbury Township,New Jersey,3.0,34.0
Cranford Township,New Jersey,4.0,202.0
Cresskill,New Jersey,2.0,28.0
Deal,New Jersey,0.0,28.0
Delanco Township,New Jersey,2.0,53.0
Delaware Township,New Jersey,0.0,7.0
Delran Township,New Jersey,8.0,212.0
Demarest,New Jersey,2.0,12.0
Denville Township,New Jersey,6.0,65.0
Deptford Township,New Jersey,40.0,1174.0
Dover,New Jersey,40.0,157.0
Dumont,New Jersey,6.0,54.0
Dunellen,New Jersey,14.0,122.0
Eastampton Township,New Jersey,3.0,50.0
East Brunswick Township,New Jersey,27.0,530.0
East Greenwich Township,New Jersey,0.0,103.0
East Hanover Township,New Jersey,3.0,126.0
East Newark,New Jersey,1.0,24.0
East Orange,New Jersey,275.0,894.0
East Rutherford,New Jersey,4.0,127.0
East Windsor Township,New Jersey,16.0,182.0
Eatontown,New Jersey,34.0,274.0
Edgewater,New Jersey,4.0,160.0
Edgewater Park Township,New Jersey,16.0,132.0
Edison Township,New Jersey,84.0,1371.0
Egg Harbor City,New Jersey,21.0,195.0
Egg Harbor Township,New Jersey,52.0,672.0
Elizabeth,New Jersey,926.0,3898.0
Elk Township,New Jersey,0.0,39.0
Elmer,New Jersey,1.0,5.0
Elmwood Park,New Jersey,25.0,274.0
Elsinboro Township,New Jersey,2.0,11.0
Emerson,New Jersey,1.0,31.0
Englewood,New Jersey,71.0,343.0
Englewood Cliffs,New Jersey,1.0,48.0
Englishtown,New Jersey,3.0,12.0
Essex Fells,New Jersey,0.0,16.0
Evesham Township,New Jersey,29.0,510.0
Ewing Township,New Jersey,60.0,507.0
"Fairfield Township, Essex County",New Jersey,0.0,177.0
Fair Haven,New Jersey,1.0,16.0
Fair Lawn,New Jersey,7.0,236.0
Fairview,New Jersey,27.0,152.0
Fanwood,New Jersey,2.0,25.0
Far Hills,New Jersey,0.0,3.0
Fieldsboro,New Jersey,0.0,2.0
Flemington,New Jersey,10.0,58.0
Florence Township,New Jersey,17.0,81.0
Florham Park,New Jersey,1.0,111.0
Fort Lee,New Jersey,25.0,323.0
Franklin,New Jersey,10.0,48.0
Franklin Lakes,New Jersey,5.0,59.0
"Franklin Township, Gloucester County",New Jersey,15.0,169.0
"Franklin Township, Hunterdon County",New Jersey,0.0,8.0
"Franklin Township, Somerset County",New Jersey,58.0,625.0
Freehold Borough,New Jersey,22.0,129.0
Freehold Township,New Jersey,34.0,487.0
Frenchtown,New Jersey,0.0,3.0
Galloway Township,New Jersey,62.0,367.0
Garfield,New Jersey,51.0,620.0
Garwood,New Jersey,1.0,35.0
Gibbsboro,New Jersey,1.0,23.0
Glassboro,New Jersey,31.0,303.0
Glen Ridge,New Jersey,4.0,108.0
Glen Rock,New Jersey,0.0,60.0
Gloucester City,New Jersey,20.0,281.0
Gloucester Township,New Jersey,63.0,880.0
Green Brook Township,New Jersey,1.0,56.0
"Greenwich Township, Gloucester County",New Jersey,2.0,58.0
"Greenwich Township, Warren County",New Jersey,1.0,126.0
Guttenberg,New Jersey,27.0,71.0
Hackensack,New Jersey,103.0,594.0
Hackettstown,New Jersey,3.0,28.0
Haddonfield,New Jersey,5.0,135.0
Haddon Heights,New Jersey,3.0,54.0
Haddon Township,New Jersey,33.0,288.0
Haledon,New Jersey,31.0,141.0
Hamburg,New Jersey,0.0,17.0
"Hamilton Township, Atlantic County",New Jersey,49.0,769.0
"Hamilton Township, Mercer County",New Jersey,122.0,1585.0
Hammonton,New Jersey,25.0,115.0
Hanover Township,New Jersey,12.0,136.0
Harding Township,New Jersey,3.0,20.0
Hardyston Township,New Jersey,1.0,26.0
Harrington Park,New Jersey,0.0,5.0
Harrison,New Jersey,47.0,341.0
Harrison Township,New Jersey,1.0,57.0
Harvey Cedars,New Jersey,0.0,7.0
Hasbrouck Heights,New Jersey,3.0,63.0
Haworth,New Jersey,1.0,8.0
Hawthorne,New Jersey,0.0,139.0
Hazlet Township,New Jersey,31.0,199.0
Helmetta,New Jersey,0.0,10.0
High Bridge,New Jersey,1.0,25.0
Highland Park,New Jersey,14.0,222.0
Highlands,New Jersey,2.0,9.0
Hightstown,New Jersey,6.0,22.0
Hillsborough Township,New Jersey,13.0,191.0
Hillsdale,New Jersey,2.0,45.0
Hillside Township,New Jersey,64.0,533.0
Hi-Nella,New Jersey,2.0,4.0
Hoboken,New Jersey,79.0,666.0
Ho-Ho-Kus,New Jersey,0.0,20.0
Holland Township,New Jersey,2.0,9.0
Holmdel Township,New Jersey,17.0,194.0
Hopatcong,New Jersey,8.0,39.0
Hopewell Borough,New Jersey,0.0,13.0
Hopewell Township,New Jersey,7.0,73.0
Howell Township,New Jersey,31.0,376.0
Independence Township,New Jersey,2.0,5.0
Interlaken,New Jersey,0.0,3.0
Irvington,New Jersey,280.0,1016.0
Island Heights,New Jersey,0.0,7.0
Jackson Township,New Jersey,25.0,391.0
Jamesburg,New Jersey,10.0,19.0
Jefferson Township,New Jersey,10.0,72.0
Jersey City,New Jersey,1393.0,5074.0
Keansburg,New Jersey,21.0,176.0
Kearny,New Jersey,54.0,661.0
Kenilworth,New Jersey,10.0,109.0
Keyport,New Jersey,12.0,92.0
Kinnelon,New Jersey,1.0,22.0
Lacey Township,New Jersey,25.0,265.0
Lake Como,New Jersey,1.0,16.0
Lakehurst,New Jersey,5.0,18.0
Lakewood Township,New Jersey,148.0,965.0
Lambertville,New Jersey,1.0,26.0
Laurel Springs,New Jersey,2.0,19.0
Lavallette,New Jersey,0.0,39.0
Lawnside,New Jersey,6.0,104.0
"Lawrence Township, Mercer County",New Jersey,45.0,493.0
Lebanon Township,New Jersey,2.0,17.0
Leonia,New Jersey,3.0,51.0
Lincoln Park,New Jersey,2.0,46.0
Linden,New Jersey,159.0,1228.0
Lindenwold,New Jersey,123.0,492.0
Linwood,New Jersey,2.0,92.0
Little Egg Harbor Township,New Jersey,18.0,206.0
Little Falls Township,New Jersey,20.0,89.0
Little Ferry,New Jersey,9.0,83.0
Little Silver,New Jersey,2.0,34.0
Livingston Township,New Jersey,6.0,353.0
Loch Arbour,New Jersey,0.0,14.0
Lodi,New Jersey,35.0,273.0
Logan Township,New Jersey,5.0,105.0
Long Beach Township,New Jersey,10.0,78.0
Long Branch,New Jersey,109.0,625.0
Long Hill Township,New Jersey,3.0,45.0
Longport,New Jersey,1.0,10.0
Lopatcong Township,New Jersey,4.0,99.0
Lower Alloways Creek Township,New Jersey,1.0,3.0
Lower Township,New Jersey,41.0,149.0
Lumberton Township,New Jersey,22.0,174.0
Lyndhurst Township,New Jersey,13.0,150.0
Madison,New Jersey,1.0,70.0
Magnolia,New Jersey,13.0,76.0
Mahwah Township,New Jersey,8.0,115.0
Manalapan Township,New Jersey,18.0,226.0
Manasquan,New Jersey,7.0,88.0
Manchester Township,New Jersey,12.0,278.0
"Mansfield Township, Burlington County",New Jersey,8.0,46.0
"Mansfield Township, Warren County",New Jersey,3.0,83.0
Mantoloking,New Jersey,0.0,5.0
Mantua Township,New Jersey,3.0,212.0
Manville,New Jersey,6.0,218.0
Maple Shade Township,New Jersey,54.0,344.0
Maplewood Township,New Jersey,22.0,435.0
Margate City,New Jersey,6.0,140.0
Marlboro Township,New Jersey,9.0,273.0
Matawan,New Jersey,0.0,5.0
Maywood,New Jersey,6.0,62.0
Medford Lakes,New Jersey,3.0,16.0
Medford Township,New Jersey,19.0,134.0
Mendham,New Jersey,0.0,20.0
Mendham Township,New Jersey,1.0,11.0
Merchantville,New Jersey,4.0,59.0
Metuchen,New Jersey,11.0,165.0
Middlesex Borough,New Jersey,6.0,55.0
Middle Township,New Jersey,34.0,303.0
Middletown Township,New Jersey,22.0,354.0
Midland Park,New Jersey,2.0,38.0
Millburn Township,New Jersey,6.0,434.0
Milltown,New Jersey,2.0,84.0
Millville,New Jersey,130.0,1107.0
Mine Hill Township,New Jersey,2.0,12.0
Monmouth Beach,New Jersey,2.0,8.0
"Monroe Township, Gloucester County",New Jersey,26.0,425.0
"Monroe Township, Middlesex County",New Jersey,19.0,116.0
Montclair,New Jersey,58.0,476.0
Montgomery Township,New Jersey,5.0,111.0
Montvale,New Jersey,1.0,26.0
Montville Township,New Jersey,4.0,172.0
Moonachie,New Jersey,0.0,28.0
Moorestown Township,New Jersey,18.0,200.0
Morris Plains,New Jersey,2.0,71.0
Morristown,New Jersey,41.0,170.0
Morris Township,New Jersey,8.0,96.0
Mountain Lakes,New Jersey,0.0,28.0
Mountainside,New Jersey,3.0,52.0
Mount Arlington,New Jersey,0.0,27.0
Mount Ephraim,New Jersey,5.0,179.0
Mount Holly Township,New Jersey,27.0,190.0
Mount Laurel Township,New Jersey,57.0,597.0
Mount Olive Township,New Jersey,14.0,112.0
Mullica Township,New Jersey,2.0,71.0
National Park,New Jersey,3.0,23.0
Neptune City,New Jersey,11.0,118.0
Neptune Township,New Jersey,95.0,871.0
Netcong,New Jersey,11.0,28.0
Newark,New Jersey,1742.0,4618.0
New Brunswick,New Jersey,262.0,1111.0
Newfield,New Jersey,2.0,8.0
New Hanover Township,New Jersey,1.0,0.0
New Milford,New Jersey,1.0,64.0
New Providence,New Jersey,0.0,35.0
Newton,New Jersey,14.0,63.0
North Arlington,New Jersey,19.0,158.0
North Bergen Township,New Jersey,90.0,404.0
North Brunswick Township,New Jersey,61.0,605.0
North Caldwell,New Jersey,5.0,22.0
Northfield,New Jersey,4.0,86.0
North Haledon,New Jersey,3.0,49.0
North Hanover Township,New Jersey,3.0,18.0
North Plainfield,New Jersey,47.0,281.0
Northvale,New Jersey,0.0,9.0
North Wildwood,New Jersey,6.0,144.0
Norwood,New Jersey,1.0,19.0
Nutley Township,New Jersey,28.0,164.0
Oakland,New Jersey,5.0,53.0
Oaklyn,New Jersey,5.0,127.0
Ocean City,New Jersey,6.0,323.0
Ocean Gate,New Jersey,1.0,24.0
Oceanport,New Jersey,12.0,43.0
"Ocean Township, Monmouth County",New Jersey,17.0,582.0
"Ocean Township, Ocean County",New Jersey,4.0,38.0
Ogdensburg,New Jersey,0.0,10.0
Old Bridge Township,New Jersey,39.0,477.0
Old Tappan,New Jersey,0.0,12.0
Oradell,New Jersey,2.0,21.0
Orange City,New Jersey,190.0,635.0
Oxford Township,New Jersey,1.0,6.0
Palisades Park,New Jersey,16.0,106.0
Palmyra,New Jersey,8.0,120.0
